Prod. year,Levy,Mileage,Engine volume,Manufacturer,Model,Fuel type,Leather interior,Gear box type,Category,Price
2016,2658,33238.0,6.400000095367432,DODGE,Challenger,Petrol,Yes,Automatic,Coupe,627
1995,1964,0.0,2.0,BMW,318,Petrol,No,Manual,Hatchback,2509
2010,1399,321037.0,3.5,CHEVROLET,Impala,Petrol,Yes,Automatic,Sedan,784
2016,891,88000.0,2.0,HYUNDAI,Elantra,Petrol,No,Automatic,Sedan,25089
2016,730,90535.0,1.600000023841858,NISSAN,Versa,Petrol,No,Automatic,Sedan,10663
2014,915,0.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,8624
1998,1700,290000.0,2.9000000953674316,MERCEDES-BENZ,Sprinter,Diesel,No,Manual,Microbus,25716
2009,790,159634.0,1.600000023841858,DAEWOO,Lacetti,Petrol,Yes,Automatic,Sedan,4180
2017,1017,148510.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,36366
2012,1268,107000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Hatchback,9722
2011,831,142741.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,1333
2012,531,131443.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,14834
2011,769,260000.0,2.200000047683716,MERCEDES-BENZ,Vito 113,Diesel,No,Manual,Microbus,24462
2005,2652,200000.0,2.4000000953674316,HONDA,Odyssey,Petrol,No,Tiptronic,Minivan,7840
2018,1079,21090.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,7997
2013,1360,154258.0,4.599999904632568,LEXUS,LS 460,Petrol,Yes,Automatic,Sedan,22894
2015,765,34328.0,2.0,CHEVROLET,Orlando,LPG,Yes,Automatic,Jeep,16778
2011,831,0.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,392
2012,780,95000.0,1.5,TOYOTA,Prius C,Hybrid,No,Automatic,Hatchback,15053
2002,1797,160000.0,2.5,BMW,525,Petrol,Yes,Tiptronic,Sedan,11447
2018,930,17101.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,53188
2012,503,131200.0,1.5,TOYOTA,Prius C,Hybrid,No,Variator,Hatchback,16308
2006,1569,6000.0,5.400000095367432,LINCOLN,Navigator,Petrol,Yes,Tiptronic,Jeep,18189
2018,609,35058.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,18817
1994,0,368268.0,2.0,MERCEDES-BENZ,E 200,Petrol,No,Manual,Sedan,7840
2014,584,108000.0,1.7999999523162842,VOLKSWAGEN,Passat,Petrol,Yes,Tiptronic,Sedan,20385
2016,518,60000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,38574
2008,1434,194286.0,2.0,HYUNDAI,Tucson,Petrol,No,Manual,Jeep,15681
2014,639,134400.0,2.0,FORD,Focus,Petrol,Yes,Tiptronic,Sedan,13172
2008,1095,45777.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,5331
2013,640,144000.0,2.0,FORD,C-MAX,Hybrid,No,Automatic,Sedan,12544
2012,586,150000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,17562
2001,2443,0.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Goods wagon,7840
2005,2652,279000.0,3.5,MERCEDES-BENZ,E 350,LPG,Yes,Tiptronic,Sedan,14426
2005,2652,111111.0,3.700000047683716,JEEP,Grand Cherokee,CNG,No,Tiptronic,Jeep,7370
2017,831,73000.0,1.600000023841858,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,39161
2014,777,179918.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,26594
2015,697,39000.0,1.7999999523162842,VOLKSWAGEN,Jetta,Petrol,Yes,Tiptronic,Sedan,22580
2000,2146,168000.0,2.0,VOLKSWAGEN,Jetta,CNG,No,Automatic,Sedan,3763
2014,639,143414.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,23339
2008,1434,125000.0,3.0,BMW,X5,Petrol,Yes,Tiptronic,Jeep,25716
2014,684,109600.0,1.7999999523162842,VOLKSWAGEN,Jetta,Petrol,Yes,Variator,Sedan,17562
2014,749,49384.0,2.4000000953674316,BUICK,Century,Petrol,Yes,Automatic,Sedan,6743
2014,639,735970.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,10036
2012,531,123000.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,19707
2004,2342,299200.0,5.0,MERCEDES-BENZ,ML 500,LPG,Yes,Automatic,Jeep,15681
2012,753,226814.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,282
2014,333,137328.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,4861
2011,871,185000.0,3.0,BMW,535,Petrol,Yes,Tiptronic,Sedan,29793
2011,862,72000.0,2.5,HYUNDAI,H1 GRAND STAREX,Diesel,Yes,Tiptronic,Minivan,21950
2015,382,88795.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,2587
2008,843,172100.0,1.5,TOYOTA,Prius,Hybrid,Yes,Tiptronic,Hatchback,12074
1995,1964,289200.0,2.5,FORD,Transit,Diesel,No,Manual,Goods wagon,16308
2015,765,455579.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9252
2000,2146,165000.0,1.600000023841858,OPEL,Astra GE,Petrol,No,Manual,Sedan,7840
2018,609,18200.0,2.5,TOYOTA,Camry,Hybrid,Yes,Variator,Sedan,59586
2012,781,217000.0,2.5,SUBARU,Forester,Petrol,No,Automatic,Jeep,15053
2007,1528,168000.0,2.4000000953674316,FORD,Transit,Diesel,No,Manual,Microbus,17249
2015,765,389338.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9252
2007,1288,51258.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,5331
2012,780,99000.0,1.7999999523162842,TOYOTA,Aqua,Petrol,No,Automatic,Hatchback,15367
2012,503,64400.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,22197
2001,1202,135000.0,1.399999976158142,NISSAN,Micra,Petrol,No,Manual,Hatchback,2822
2013,640,52668.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,12858
2013,729,0.0,1.5,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,50
2014,1466,170541.0,5.0,FORD,F150,Petrol,Yes,Automatic,Sedan,2352
2015,900,234618.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,2666
2010,1067,10000.0,1.2999999523162842,HONDA,FIT,Petrol,No,Automatic,Hatchback,30
2011,1018,103000.0,3.0,MERCEDES-BENZ,GL 350,Diesel,Yes,Tiptronic,Jeep,51432
2007,1047,122587.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,11368
1999,3138,157000.0,3.200000047683716,MERCEDES-BENZ,S 320,LPG,Yes,Tiptronic,Sedan,9095
2013,729,1000.0,2.0,FORD,Focus,Petrol,Yes,Tiptronic,Sedan,11604
1998,1700,0.0,2.0,OPEL,Vectra,CNG,No,Manual,Sedan,3500
1998,1700,333333.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Sedan,4704
2017,1017,35874.0,2.0,MERCEDES-BENZ,E 300,Petrol,Yes,Automatic,Sedan,470
2000,2146,199000.0,2.0,MERCEDES-BENZ,C 200 Kompressor,Petrol,No,Automatic,Sedan,10036
2014,528,181232.0,1.600000023841858,HYUNDAI,Accent,Diesel,Yes,Automatic,Sedan,15035
2003,2046,190000.0,2.5,BMW,525 i,Petrol,Yes,Tiptronic,Sedan,9408
2012,531,107523.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,20266
2016,891,49454.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,54458
2014,777,83213.0,2.5,FORD,Fusion,Petrol,Yes,Automatic,Sedan,1803
2007,1286,63488.0,2.0,KIA,Sportage,Diesel,Yes,Automatic,Jeep,6586
2009,1145,260000.0,2.4000000953674316,PONTIAC,G6,Petrol,No,Automatic,Sedan,6600
2001,2443,215000.0,2.5,BMW,325,CNG,Yes,Tiptronic,Sedan,9408
2011,583,136292.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,20149
2010,1067,10000.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,35
2012,781,159379.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,3136
2013,585,0.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Sedan,1333
2004,2342,178000.0,1.5,TOYOTA,Vitz,Petrol,No,Automatic,Sedan,6586
2018,880,54865.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,32929
2007,3329,280429.0,5.400000095367432,FORD,Expedition,Petrol,Yes,Automatic,Jeep,392
2011,583,127500.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,14454
2011,1172,119379.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,16621
2017,784,41092.0,1.5,FORD,Escape SE,Petrol,Yes,Automatic,Jeep,21796
2013,779,190549.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,5018
2010,687,83473.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,12777
2010,1399,229904.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,470
2014,473,83000.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,10976
2014,684,104000.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Tiptronic,Sedan,24462
2012,753,259934.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,4077
2012,780,100000.0,3.200000047683716,AUDI,Q5,Petrol,Yes,Tiptronic,Jeep,25716
2017,1017,54120.0,2.0,LEXUS,NX 200,Petrol,Yes,Automatic,Jeep,31988
2012,780,95000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,21169
1999,3138,165000.0,2.0,MERCEDES-BENZ,E 200,CNG,No,Manual,Sedan,7840
2002,1797,245000.0,4.300000190734863,MERCEDES-BENZ,E 430,LPG,Yes,Tiptronic,Sedan,10976
2012,780,0.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,13485
2012,919,70994.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,31047
2013,917,205989.0,3.0,JEEP,Grand Cherokee,Diesel,Yes,Automatic,Sedan,39750
2016,690,27038.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,392
2011,1018,273186.0,3.0,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,9879
2012,503,182000.0,1.5,TOYOTA,Prius C,Hybrid,No,Variator,Hatchback,15367
2012,475,101547.0,1.399999976158142,FIAT,500,Petrol,Yes,Automatic,Sedan,11917
2016,730,70940.0,1.600000023841858,SSANGYONG,Actyon,Petrol,Yes,Automatic,Jeep,43868
2013,530,83000.0,1.600000023841858,FORD,Fusion,Petrol,No,Tiptronic,Sedan,16935
2009,789,53434.0,1.600000023841858,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,5927
2004,2342,250000.0,3.0,MITSUBISHI,Montero Sport,CNG,No,Automatic,Jeep,8500
2011,707,190000.0,2.0,AUDI,A4,Petrol,Yes,Tiptronic,Sedan,15681
2014,915,103000.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,100355
2011,871,11111.0,2.0,MERCEDES-BENZ,E 200,CNG,No,Manual,Sedan,200
2009,1145,160000.0,4.400000095367432,MERCEDES-BENZ,GL 450,Petrol,Yes,Automatic,Jeep,43905
2015,765,74939.0,2.0,MERCEDES-BENZ,CLA 250,Petrol,Yes,Automatic,Sedan,1019
2014,394,130478.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,862
2015,765,48000.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9879
2019,1146,120.0,2.700000047683716,TOYOTA,Land Cruiser Prado,Petrol,Yes,Automatic,Jeep,300
2012,642,114853.0,2.0,SSANGYONG,Korando,Diesel,Yes,Automatic,Jeep,21181
2015,765,51722.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,21953
2017,1017,98273.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,39226
2014,777,198916.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,25264
2015,799,52000.0,2.0,SUBARU,XV,Petrol,No,Variator,Jeep,31358
2004,1834,257000.0,2.200000047683716,MERCEDES-BENZ,E 220 ELEGANCE,Diesel,No,Tiptronic,Sedan,10976
2005,2652,3000.0,2.200000047683716,NISSAN,Vanette,Diesel,No,Manual,Goods wagon,7840
1976,0,255888.0,2.4000000953674316,OPEL,Crossland X,CNG,No,Manual,Jeep,400
2001,2443,175430.0,3.0,FORD,Escape,Petrol,Yes,Automatic,Jeep,9408
2012,1268,149000.0,1.5,TOYOTA,Aqua G klas,Hybrid,Yes,Automatic,Hatchback,9000
2004,2342,176000.0,3.0,VOLKSWAGEN,Touareg,LPG,Yes,Tiptronic,Jeep,12544
2012,780,104643.0,1.5,TOYOTA,Prius C,Hybrid,No,Automatic,Universal,16621
2016,1091,19000.0,2.5,TOYOTA,Camry SPORT PAKET,Petrol,Yes,Tiptronic,Sedan,33870
2013,729,93000.0,3.299999952316284,HYUNDAI,Azera,Petrol,Yes,Tiptronic,Sedan,26657
2019,2265,5000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Hatchback,15500
2013,729,62000.0,1.600000023841858,NISSAN,Juke,Petrol,No,Automatic,Hatchback,20385
2012,586,191731.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,314
2014,639,79769.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,49858
2018,880,60000.0,1.600000023841858,HYUNDAI,Elantra,Diesel,Yes,Automatic,Sedan,30038
2014,915,98803.0,3.0,AUDI,Q7,Diesel,Yes,Automatic,Jeep,8467
2016,924,52000.0,3.5,LEXUS,RX 350 F sport,Petrol,Yes,Tiptronic,Jeep,119172
2015,353,159000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,22266
2014,639,130326.0,2.0,FORD,Focus se,Petrol,No,Automatic,Hatchback,16621
2009,1185,193614.0,2.5,FORD,Escape,Hybrid,Yes,Automatic,Jeep,220
2001,2443,840000.0,2.5,NISSAN,Skyline,Petrol,Yes,Tiptronic,Sedan,7840
2012,780,134400.0,1.7999999523162842,TOYOTA,Prius,Plug-in Hybrid,No,Variator,Hatchback,25716
2013,640,153590.0,2.0,SUZUKI,SX4,Petrol,Yes,Automatic,Sedan,627
2014,1053,200179.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,30734
2016,431,89202.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,784
2011,707,168315.0,2.0,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,18500
2016,690,0.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Hatchback,6586
2012,642,140566.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,24283
2008,1598,213998.0,3.0,MERCEDES-BENZ,ML 350,Diesel,Yes,Automatic,Jeep,282
2008,1434,999999.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,35
2011,707,134797.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,24386
2000,2146,70300.0,2.299999952316284,MERCEDES-BENZ,Vito,Petrol,No,Manual,Minivan,3450
2006,1569,167563.0,3.5,MERCEDES-BENZ,E 350,CNG,Yes,Tiptronic,Sedan,17249
2014,639,50478.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Coupe,25889
2007,1310,167435.0,2.4000000953674316,TOYOTA,Camry,LPG,No,Tiptronic,Sedan,17876
2007,1310,145000.0,1.2999999523162842,TOYOTA,Vitz,Petrol,No,Automatic,Sedan,10976
1998,1700,0.0,1.7999999523162842,MERCEDES-BENZ,C 180,Petrol,No,Manual,Goods wagon,8781
2013,585,303538.0,1.7999999523162842,TOYOTA,Prius V,Hybrid,No,Automatic,Universal,15500
2004,2342,150000.0,2.0,MITSUBISHI,Airtrek,CNG,No,Automatic,Universal,10663
2016,1292,79496.0,3.0,LAND ROVER,Range Rover,Diesel,Yes,Automatic,Jeep,9722
2017,1017,93087.0,2.0,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,45210
2010,1067,174000.0,5.699999809265137,LEXUS,LX 570,Petrol,Yes,Tiptronic,Jeep,408
2012,642,150400.0,2.0,VOLKSWAGEN,Tiguan,Petrol,Yes,Automatic,Jeep,23521
2017,1202,0.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,No,Automatic,Sedan,17719
2013,502,48300.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Sedan,19306
2011,707,157300.0,2.0,SSANGYONG,Actyon,Diesel,Yes,Automatic,Sedan,16408
2015,765,311337.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,10976
2011,1172,253174.0,3.5,LEXUS,RX 350,Petrol,Yes,Automatic,Jeep,3450
2014,528,111232.0,1.600000023841858,HYUNDAI,Elantra,Diesel,Yes,Automatic,Sedan,18826
2012,503,33395.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,21316
2010,574,187312.0,1.2999999523162842,HONDA,Insight,Hybrid,Yes,Automatic,Hatchback,1803
2017,831,25635.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,470
2010,2410,274771.0,6.199999809265137,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,314
2015,1646,102907.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,314
2013,779,124912.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,3763
2015,765,462954.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9722
2005,2652,97000.0,1.5,NISSAN,Tiida,Petrol,No,Automatic,Hatchback,9722
2016,1091,68011.0,2.5,SUBARU,Forester,Petrol,Yes,Automatic,Jeep,2038
2009,1185,214400.0,2.5,FORD,Escape escape,Hybrid,Yes,Automatic,Jeep,21012
2010,761,124000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Tiptronic,Hatchback,15524
2008,1434,230000.0,4.800000190734863,BMW,X5,Petrol,Yes,Tiptronic,Jeep,30734
2009,746,433658.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,941
2008,1750,224629.0,3.299999952316284,LEXUS,RX 400,Hybrid,Yes,Automatic,Jeep,8154
2011,583,56581.0,1.600000023841858,HYUNDAI,I30,Diesel,Yes,Automatic,Hatchback,10381
2015,441,87890.0,2.4000000953674316,KIA,Optima,Hybrid,Yes,Tiptronic,Sedan,24775
2014,259,133195.0,1.399999976158142,CHEVROLET,Volt,Hybrid,Yes,Automatic,Jeep,862
2011,871,115739.0,2.4000000953674316,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,19757
2006,1569,111111.0,4.800000190734863,BMW,550,Petrol,Yes,Tiptronic,Sedan,18817
2013,419,187175.0,1.2000000476837158,NISSAN,March,Petrol,Yes,Automatic,Hatchback,4265
2010,1399,189530.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,12388
2015,934,120342.0,2.5,MAZDA,Mazda 6,Petrol,Yes,Automatic,Sedan,4704
2015,934,58285.0,2.5,TOYOTA,RAV 4,Petrol,Yes,Automatic,Jeep,23521
2012,642,136000.0,2.0,FORD,Focus,Petrol,Yes,Automatic,Sedan,9408
2003,2046,170000.0,3.700000047683716,MERCEDES-BENZ,ML 350 3.7,CNG,Yes,Tiptronic,Jeep,15053
2015,562,76800.0,1.399999976158142,CHEVROLET,Cruze,Petrol,No,Tiptronic,Sedan,10976
2003,1836,117000.0,2.200000047683716,MERCEDES-BENZ,Sprinter 313,Diesel,No,Manual,Microbus,19757
2015,765,95200.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,37580
2000,2146,200000.0,3.200000047683716,ISUZU,Wizard,CNG,Yes,Automatic,Jeep,7213
2014,639,144009.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,36865
2008,1598,175614.0,3.0,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,2430
2014,501,133000.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,11450
1997,5679,212000.0,1.600000023841858,VOLKSWAGEN,Polo,Petrol,No,Automatic,Hatchback,2979
2007,1310,1000.0,2.0,TOYOTA,ISIS,Petrol,Yes,Automatic,Minivan,10976
2012,475,92800.0,1.399999976158142,FIAT,500 SPORT,Petrol,Yes,Tiptronic,Hatchback,11917
2003,2046,175000.0,2.0,CHRYSLER,PT Cruiser pt cruiser,Petrol,No,Automatic,Universal,5645
2008,1434,63000.0,3.5,MERCEDES-BENZ,CLS 350 AMG,Petrol,Yes,Tiptronic,Sedan,25089
2005,2652,200000.0,5.0,MERCEDES-BENZ,ML 500,Petrol,Yes,Tiptronic,Jeep,22894
2011,1172,132630.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,314
2013,585,74838.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,3450
2002,1797,123456.0,4.400000095367432,BMW,650,Petrol,Yes,Automatic,Sedan,6586
2013,640,116918.0,2.0,SSANGYONG,Korando,Diesel,Yes,Automatic,Jeep,21062
1997,5679,280000.0,2.4000000953674316,MERCEDES-BENZ,C 240,CNG,No,Manual,Universal,7840
2001,2443,230000.0,2.0,FORD,Transit,Diesel,No,Manual,Microbus,10976
2016,1533,91822.0,3.5999999046325684,CHEVROLET,Traverse,Petrol,Yes,Automatic,Jeep,10506
2011,1018,160000.0,3.0,MERCEDES-BENZ,E 350,Diesel,Yes,Tiptronic,Sedan,26030
2018,930,18137.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,52856
1998,1700,152000.0,1.399999976158142,HONDA,Civic,Petrol,No,Manual,Coupe,6586
2012,1641,149466.0,5.599999904632568,INFINITI,QX56,Petrol,Yes,Automatic,Jeep,11290
2016,764,30178.0,1.7000000476837158,KIA,Optima,Diesel,Yes,Automatic,Sedan,27755
2010,1067,175000.0,3.0,BMW,740 i,Petrol,Yes,Tiptronic,Sedan,31361
2012,781,314373.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,392
2012,1268,131000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Hatchback,10349
1998,1700,230000.0,3.200000047683716,MERCEDES-BENZ,E 320,CNG,Yes,Automatic,Sedan,9408
2011,871,109000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,23834
2012,586,264398.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,1176
2010,1399,136542.0,3.5,LEXUS,RX 350,Petrol,Yes,Automatic,Jeep,3450
2010,761,221627.0,1.7999999523162842,TOYOTA,Corolla,Petrol,Yes,Automatic,Sedan,3293
2002,1797,155000.0,3.0,BMW,530 M,Petrol,No,Tiptronic,Sedan,13485
2012,780,141000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Hatchback,10036
2011,871,222000.0,1.7999999523162842,SKODA,Superb,Petrol,No,Tiptronic,Sedan,18817
2014,915,401128.0,3.0,AUDI,A7,Petrol,Yes,Automatic,Hatchback,157
2010,1067,180000.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,50178
2017,831,137929.0,1.600000023841858,HYUNDAI,Elantra,LPG,Yes,Automatic,Sedan,27033
2009,1145,240000.0,1.5,RENAULT,Megane,Diesel,No,Manual,Hatchback,13642
2013,585,132800.0,1.7999999523162842,TOYOTA,Corolla 04,Petrol,No,Automatic,Sedan,15681
2013,640,91779.0,2.0,FORD,Fusion,Petrol,No,Automatic,Sedan,13015
2020,1076,5305.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,63886
2015,765,159928.0,2.0,MERCEDES-BENZ,GLA 250,Petrol,Yes,Automatic,Jeep,12858
2014,639,82392.0,2.0,VOLKSWAGEN,Jetta,Diesel,Yes,Automatic,Sedan,1568
2012,642,196764.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,25810
2008,694,123232.0,1.2000000476837158,CHEVROLET,Aveo,Petrol,Yes,Automatic,Sedan,4234
2014,777,176000.0,2.5,FORD,Fusion,Petrol,Yes,Tiptronic,Sedan,11604
2016,891,20000.0,2.0,HONDA,Civic,Petrol,Yes,Automatic,Sedan,32615
2011,1234,271904.0,3.700000047683716,MAZDA,CX-9,Petrol,Yes,Automatic,Sedan,706
2019,1077,5219.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Coupe,6586
2010,761,88265.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,18814
2013,917,88829.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,9408
2013,729,155000.0,2.0,FORD,Fusion,Hybrid,No,Automatic,Sedan,22580
2012,642,165892.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,14454
2011,707,74500.0,2.0,SUZUKI,SX4,Petrol,No,Automatic,Sedan,12544
2011,871,239000.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,51746
2011,1172,186542.0,3.5,MERCEDES-BENZ,ML 350,Diesel,Yes,Automatic,Jeep,2038
2016,2297,17584.0,5.5,MERCEDES-BENZ,GLE 63 AMG,Petrol,Yes,Automatic,Jeep,6272
2017,738,97189.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,15994
2010,1067,63500.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Microbus,35124
2016,924,57736.0,1.600000023841858,HYUNDAI,Accent,Petrol,No,Tiptronic,Hatchback,15053
2016,891,423487.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,7809
2004,2342,180000.0,1.2000000476837158,MITSUBISHI,Colt,Petrol,No,Variator,Hatchback,7213
2010,1811,275240.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,15681
2009,1145,240000.0,2.799999952316284,BMW,528,LPG,Yes,Tiptronic,Sedan,15649
2012,781,80000.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,17249
2017,1249,110000.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Universal,42102
2004,2342,195000.0,2.0,VOLKSWAGEN,Caddy,Diesel,No,Manual,Goods wagon,10663
2014,1053,146395.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,1882
2010,1399,382746.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,314
2017,784,32692.0,1.5,HONDA,Civic,Petrol,Yes,Automatic,Coupe,55845
2009,1145,162000.0,3.0,BMW,328,Petrol,Yes,Tiptronic,Sedan,20385
2007,1285,52699.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,4359
2017,1249,23430.0,2.5,TOYOTA,RAV 4,Petrol,Yes,Tiptronic,Jeep,37633
